Aging cycle,SOH(%),SOC(%),R_int(%),Frequency(Hz),Zmod(Ohm),Zphz(deg),Zreal(Ohm),Zimg(Ohm),OCV(V)
0,100.0,25,0.0,1598.010986328125,0.013035199604928493,0.16484719514846802,0.013035145588219166,3.7503865314647555e-05,3.4998559951782227
0,100.0,25,0.0,1257.6219482421875,0.01325059961527586,-1.566344976425171,0.013245648704469204,-0.000362198130460456,3.4998559951782227
0,100.0,25,0.0,1004.4639892578125,0.013483799993991852,-2.8729910850524902,0.013466851785779,-0.0006758369854651392,3.4998559951782227
0,100.0,25,0.0,800.3048706054688,0.013749700039625168,-3.874631881713867,0.013718272559344769,-0.0009291160968132317,3.4998559951782227
0,100.0,25,0.0,631.0095825195312,0.014051900245249271,-4.6367669105529785,0.014005911536514759,-0.0011359351919963956,3.4998559951782227
0,100.0,25,0.0,498.6701965332031,0.014360000379383564,-5.196418762207031,0.014300981536507607,-0.0013005899963900447,3.4998559951782227
0,100.0,25,0.0,397.24578857421875,0.01466820016503334,-5.492034912109375,0.014600865542888641,-0.0014038549270480871,3.4998559951782227
0,100.0,25,0.0,319.602294921875,0.01496210042387247,-5.611727237701416,0.014890393242239952,-0.0014630929799750447,3.4998559951782227
0,100.0,25,0.0,251.11610412597656,0.015261299908161163,-5.608965873718262,0.015188230201601982,-0.001491618575528264,3.4998559951782227
0,100.0,25,0.0,200.8928985595703,0.015561000443994999,-5.377593040466309,0.015492511913180351,-0.0014583609299734235,3.4998559951782227
0,100.0,25,0.0,158.00559997558594,0.015839800238609314,-5.07006311416626,0.015777824446558952,-0.0013998242793604732,3.4998559951782227
0,100.0,25,0.0,125.55799865722656,0.016086099669337273,-4.716228008270264,0.01603163406252861,-0.0013226117007434368,3.4998559951782227
0,100.0,25,0.0,99.73400115966797,0.016288699582219124,-4.3094940185546875,0.01624264568090439,-0.0012239974457770586,3.4998559951782227
0,100.0,25,0.0,79.44915008544922,0.016469700261950493,-3.874988079071045,0.01643204875290394,-0.0011130182538181543,3.4998559951782227
0,100.0,25,0.0,63.34458923339844,0.016620000824332237,-3.466568946838379,0.016589591279625893,-0.0010049472330138087,3.4998559951782227
0,100.0,25,0.0,49.86701965332031,0.016753699630498886,-3.053605079650879,0.016729911789298058,-0.0008924735593609512,3.4998559951782227
0,100.0,25,0.0,39.724578857421875,0.016855699941515923,-2.6957008838653564,0.016837047412991524,-0.0007927488768473268,3.4998559951782227
0,100.0,25,0.0,31.88775062561035,0.016943199560046196,-2.388731002807617,0.016928477212786674,-0.0007061780779622495,3.4998559951782227
0,100.0,25,0.0,24.933509826660156,0.017019100487232208,-2.0825729370117188,0.0170078594237566,-0.0006184699013829231,3.4998559951782227
0,100.0,25,0.0,19.946809768676758,0.017077799886465073,-1.856876015663147,0.017068831250071526,-0.0005533706862479448,3.4998559951782227
0,100.0,25,0.0,15.943880081176758,0.017134299501776695,-1.6723339557647705,0.01712700165808201,-0.0005000403616577387,3.4998559951782227
